Start (s),End (s),Scientific name,Common name,Confidence,File
33,36,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6651,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
36,39,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9674,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
39,42,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.897,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
42,45,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.905,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
45,48,Neobatrachus sudelli,Sudells Frog,0.755,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
45,48,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.5264,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9782,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8886,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6961,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_051700.WAV
0,3,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.749,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
6,9,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9201,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
12,15,Crinia signifera,Common Eastern Froglet,0.7718,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
15,18,Crinia signifera,Common Eastern Froglet,0.9552,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
21,24,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.8706,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
24,27,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6666,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
27,30,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6507,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
30,33,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.6124,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
39,42,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7865,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
42,45,Crinia signifera,Common Eastern Froglet,0.5879,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
48,51,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9549,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
51,54,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.7015,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
54,57,Limnodynastes tasmaniensis,Spotted Marsh Frog,0.9589,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_053500.WAV
0,3,Crinia signifera,Common Eastern Froglet,0.8448,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_210100.WAV
3,6,Crinia signifera,Common Eastern Froglet,0.5401,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_210100.WAV
6,9,Crinia signifera,Common Eastern Froglet,0.8944,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_210100.WAV
9,12,Crinia signifera,Common Eastern Froglet,0.9116,E:/Paul Stuff/full_audiofiles_frogs/data\Limnodynastes tasmaniensis_Spotted Marsh Frog-AUVIC_MtSturgeon_BushBrokerW_20231102_210100.WAV
